country,sex,disease,ncd_deaths,underweight,overweight,water,pollution,raised_cholesterol,fasting_blood,raised_bp,phys_activity
Armenia,Male,Cardiovascular diseases,3.974700854700855,18.999999999999996,171.99999999999997,999.0000000000001,304.80000000000007,39.8,11.0,278.00000000000006,233.39999999999995
Armenia,Male,Chronic obstructive pulmonary disease,0.42735042735042733,18.999999999999996,171.99999999999997,999.0000000000001,304.80000000000007,39.8,11.0,278.00000000000006,233.39999999999995
Armenia,Female,Malignant neoplasms,2.43008547008547,33.0,245.0,999.0000000000001,304.80000000000007,43.3,12.0,228.99999999999997,220.89999999999995
Armenia,Female,Diabetes mellitus,0.4526495726495727,33.0,245.0,999.0000000000001,304.80000000000007,43.3,12.0,228.99999999999997,220.89999999999995
Armenia,Female,Cardiovascular diseases,4.427350427350428,33.0,245.0,999.0000000000001,304.80000000000007,43.3,12.0,228.99999999999997,220.89999999999995
Armenia,Female,Chronic obstructive pulmonary disease,0.3623931623931624,33.0,245.0,999.0000000000001,304.80000000000007,43.3,12.0,228.99999999999997,220.89999999999995
Australia,Male,Malignant neoplasms,2.122440520600182,4.0,307.0,999.6999999999999,71.9,55.9,6.8,180.0,270.4
Australia,Male,Diabetes mellitus,0.2066650087043024,4.0,307.0,999.6999999999999,71.9,55.9,6.8,180.0,270.4
Australia,Male,Cardiovascular diseases,1.7733565448064328,4.0,307.0,999.6999999999999,71.9,55.9,6.8,180.0,270.4
Australia,Male,Chronic obstructive pulmonary disease,0.5167868689380751,4.0,307.0,999.6999999999999,71.9,55.9,6.8,180.0,270.4
Australia,Female,Malignant neoplasms,1.670065489513388,17.000000000000004,300.99999999999994,999.6999999999999,71.9,58.9,5.0,123.00000000000001,336.40000000000003
Australia,Female,Diabetes mellitus,0.18743264527895218,17.000000000000004,300.99999999999994,999.6999999999999,71.9,58.9,5.0,123.00000000000001,336.40000000000003
Australia,Female,Cardiovascular diseases,1.8776423775180304,17.000000000000004,300.99999999999994,999.6999999999999,71.9,58.9,5.0,123.00000000000001,336.40000000000003
Australia,Female,Chronic obstructive pulmonary disease,0.456271242642792,17.000000000000004,300.99999999999994,999.6999999999999,71.9,58.9,5.0,123.00000000000001,336.40000000000003
Austria,Male,Malignant neoplasms,2.571625344352617,6.0,234.0,1000.0,124.29999999999998,62.8,5.4,252.0,264.3
Austria,Male,Diabetes mellitus,0.3613406795224977,6.0,234.0,1000.0,124.29999999999998,62.8,5.4,252.0,264.3
Austria,Male,Cardiovascular diseases,3.2892561983471076,6.0,234.0,1000.0,124.29999999999998,62.8,5.4,252.0,264.3
Austria,Male,Chronic obstructive pulmonary disease,0.5119375573921029,6.0,234.0,1000.0,124.29999999999998,62.8,5.4,252.0,264.3
Austria,Female,Malignant neoplasms,2.2261248852157944,26.000000000000004,206.00000000000003,1000.0,124.29999999999998,61.6,3.2,168.0,335.7
Austria,Female,Diabetes mellitus,0.4196510560146924,26.000000000000004,206.00000000000003,1000.0,124.29999999999998,61.6,3.2,168.0,335.7
Austria,Female,Cardiovascular diseases,4.290404040404041,26.000000000000004,206.00000000000003,1000.0,124.29999999999998,61.6,3.2,168.0,335.7
Austria,Female,Chronic obstructive pulmonary disease,0.43112947658402206,26.000000000000004,206.00000000000003,1000.0,124.29999999999998,61.6,3.2,168.0,335.7
Bahamas,Male,Malignant neoplasms,1.462915601023018,22.0,248.0,988.8999999999999,175.59999999999997,49.2,11.2,252.0,300.40000000000003
Bahamas,Male,Diabetes mellitus,0.2608695652173913,22.0,248.0,988.8999999999999,175.59999999999997,49.2,11.2,252.0,300.40000000000003
Bahamas,Male,Cardiovascular diseases,1.8363171355498722,22.0,248.0,988.8999999999999,175.59999999999997,49.2,11.2,252.0,300.40000000000003
Bahamas,Male,Chronic obstructive pulmonary disease,0.1329923273657289,22.0,248.0,988.8999999999999,175.59999999999997,49.2,11.2,252.0,300.40000000000003
Bahamas,Female,Malignant neoplasms,1.258312020460358,25.0,390.0,988.8999999999999,175.59999999999997,53.1,13.7,168.0,555.8
Bahamas,Female,Diabetes mellitus,0.34782608695652173,25.0,390.0,988.8999999999999,175.59999999999997,53.1,13.7,168.0,555.8
Bahamas,Female,Cardiovascular diseases,1.8823529411764706,25.0,390.0,988.8999999999999,175.59999999999997,53.1,13.7,168.0,555.8
Bahamas,Female,Chronic obstructive pulmonary disease,0.07672634271099744,25.0,390.0,988.8999999999999,175.59999999999997,53.1,13.7,168.0,555.8
Bangladesh,Male,Malignant neoplasms,0.6721979478619471,196.0,22.000000000000004,968.8,583.2999999999998,24.6,10.3,245.0,161.29999999999998
Bangladesh,Male,Diabetes mellitus,0.14134223575040503,196.0,22.000000000000004,968.8,583.2999999999998,24.6,10.3,245.0,161.29999999999998
Bangladesh,Male,Cardiovascular diseases,1.6535053267219795,196.0,22.000000000000004,968.8,583.2999999999998,24.6,10.3,245.0,161.29999999999998
Bangladesh,Male,Chronic obstructive pulmonary disease,0.5828833030585694,196.0,22.000000000000004,968.8,583.2999999999998,24.6,10.3,245.0,161.29999999999998
Bangladesh,Female,Malignant neoplasms,0.550493396828514,224.0,45.99999999999999,968.8,583.2999999999998,25.0,9.3,249.0,394.59999999999997
Bangladesh,Female,Diabetes mellitus,0.20311502773822968,224.0,45.99999999999999,968.8,583.2999999999998,25.0,9.3,249.0,394.59999999999997
Bangladesh,Female,Cardiovascular diseases,1.5076096028278265,224.0,45.99999999999999,968.8,583.2999999999998,25.0,9.3,249.0,394.59999999999997
Bangladesh,Female,Chronic obstructive pulmonary disease,0.42715646325298245,224.0,45.99999999999999,968.8,583.2999999999998,25.0,9.3,249.0,394.59999999999997
Barbados,Male,Malignant neoplasms,2.7649122807017545,34.00000000000001,156.0,984.8,222.39999999999998,40.2,10.5,270.0,292.9
Barbados,Male,Diabetes mellitus,0.8280701754385965,34.00000000000001,156.0,984.8,222.39999999999998,40.2,10.5,270.0,292.9
Barbados,Male,Cardiovascular diseases,3.1578947368421053,34.00000000000001,156.0,984.8,222.39999999999998,40.2,10.5,270.0,292.9
Barbados,Male,Chronic obstructive pulmonary disease,0.45614035087719296,34.00000000000001,156.0,984.8,222.39999999999998,40.2,10.5,270.0,292.9
Barbados,Female,Malignant neoplasms,2.3719298245614033,27.000000000000004,337.99999999999994,984.8,222.39999999999998,46.8,13.7,217.0,549.5
Barbados,Female,Diabetes mellitus,1.1789473684210525,27.000000000000004,337.99999999999994,984.8,222.39999999999998,46.8,13.7,217.0,549.5
Barbados,Female,Cardiovascular diseases,3.4947368421052634,27.000000000000004,337.99999999999994,984.8,222.39999999999998,46.8,13.7,217.0,549.5
Barbados,Female,Chronic obstructive pulmonary disease,0.3368421052631579,27.000000000000004,337.99999999999994,984.8,222.39999999999998,46.8,13.7,217.0,549.5
Belarus,Male,Malignant neoplasms,2.2540084388185653,7.0,234.99999999999994,964.7,180.59999999999997,51.0,8.0,330.0,136.8
Belarus,Male,Diabetes mellitus,0.03312236286919831,7.0,234.99999999999994,964.7,180.59999999999997,51.0,8.0,330.0,136.8
Belarus,Male,Cardiovascular diseases,6.89957805907173,7.0,234.99999999999994,964.7,180.59999999999997,51.0,8.0,330.0,136.8
Belarus,Male,Chronic obstructive pulmonary disease,0.3329113924050633,7.0,234.99999999999994,964.7,180.59999999999997,51.0,8.0,330.0,136.8
Belarus,Female,Malignant neoplasms,1.7139240506329114,18.000000000000004,291.00000000000006,964.7,180.59999999999997,54.1,7.5,216.00000000000003,144.2
Belarus,Female,Diabetes mellitus,0.05210970464135021,18.000000000000004,291.00000000000006,964.7,180.59999999999997,54.1,7.5,216.00000000000003,144.2
Belarus,Female,Cardiovascular diseases,8.63945147679325,18.000000000000004,291.00000000000006,964.7,180.59999999999997,54.1,7.5,216.00000000000003,144.2
Belarus,Female,Chronic obstructive pulmonary disease,0.12510548523206752,18.000000000000004,291.00000000000006,964.7,180.59999999999997,54.1,7.5,216.00000000000003,144.2
Belgium,Male,Malignant neoplasms,2.8237365733403768,2.0,251.0,1000.0,128.79999999999998,65.9,5.7,223.99999999999997,306.3
Belgium,Male,Diabetes mellitus,0.13276985384750836,2.0,251.0,1000.0,128.79999999999998,65.9,5.7,223.99999999999997,306.3
Belgium,Male,Cardiovascular diseases,2.4539531607677407,2.0,251.0,1000.0,128.79999999999998,65.9,5.7,223.99999999999997,306.3
Belgium,Male,Chronic obstructive pulmonary disease,0.8351822503961965,2.0,251.0,1000.0,128.79999999999998,65.9,5.7,223.99999999999997,306.3
Belgium,Female,Malignant neoplasms,2.248811410459588,15.0,239.0,1000.0,128.79999999999998,64.4,3.5,126.0,406.1999999999999
Belgium,Female,Diabetes mellitus,0.16358513822856136,15.0,239.0,1000.0,128.79999999999998,64.4,3.5,126.0,406.1999999999999
Belgium,Female,Cardiovascular diseases,2.9980630392674765,15.0,239.0,1000.0,128.79999999999998,64.4,3.5,126.0,406.1999999999999
Belgium,Female,Chronic obstructive pulmonary disease,0.6876210600457827,15.0,239.0,1000.0,128.79999999999998,64.4,3.5,126.0,406.1999999999999
Benin,Male,Malignant neoplasms,0.31548933038999266,108.00000000000003,42.0,663.1999999999998,331.1,18.6,7.4,271.00000000000006,136.1
Benin,Male,Diabetes mellitus,0.11405445180279618,108.00000000000003,42.0,663.1999999999998,331.1,18.6,7.4,271.00000000000006,136.1
Benin,Male,Cardiovascular diseases,1.1193892568064754,108.00000000000003,42.0,663.1999999999998,331.1,18.6,7.4,271.00000000000006,136.1
Benin,Male,Chronic obstructive pulmonary disease,0.21780721118469462,108.00000000000003,42.0,663.1999999999998,331.1,18.6,7.4,271.00000000000006,136.1
Benin,Female,Malignant neoplasms,0.40526122148638705,90.0,122.0,663.1999999999998,331.1,20.5,7.0,281.0,181.09999999999997
Benin,Female,Diabetes mellitus,0.16464311994113318,90.0,122.0,663.1999999999998,331.1,20.5,7.0,281.0,181.09999999999997
Benin,Female,Cardiovascular diseases,1.3497056659308315,90.0,122.0,663.1999999999998,331.1,20.5,7.0,281.0,181.09999999999997
Benin,Female,Chronic obstructive pulmonary disease,0.22019867549668873,90.0,122.0,663.1999999999998,331.1,20.5,7.0,281.0,181.09999999999997
Bhutan,Male,Malignant neoplasms,0.6466165413533834,108.00000000000001,45.0,972.0999999999999,353.20000000000005,32.0,11.9,284.99999999999994,176.99999999999997
Bhutan,Male,Diabetes mellitus,0.21804511278195488,108.00000000000001,45.0,972.0999999999999,353.20000000000005,32.0,11.9,284.99999999999994,176.99999999999997
Bhutan,Male,Cardiovascular diseases,1.7969924812030076,108.00000000000001,45.0,972.0999999999999,353.20000000000005,32.0,11.9,284.99999999999994,176.99999999999997
Bhutan,Male,Chronic obstructive pulmonary disease,0.5513784461152882,108.00000000000001,45.0,972.0999999999999,353.20000000000005,32.0,11.9,284.99999999999994,176.99999999999997
Bhutan,Female,Malignant neoplasms,0.5012531328320802,108.00000000000001,74.00000000000001,972.0999999999999,353.20000000000005,29.3,11.5,276.00000000000006,294.6
Bhutan,Female,Diabetes mellitus,0.3007518796992481,108.00000000000001,74.00000000000001,972.0999999999999,353.20000000000005,29.3,11.5,276.00000000000006,294.6
Bhutan,Female,Cardiovascular diseases,1.5338345864661653,108.00000000000001,74.00000000000001,972.0999999999999,353.20000000000005,29.3,11.5,276.00000000000006,294.6
Bhutan,Female,Chronic obstructive pulmonary disease,0.49874686716791977,108.00000000000001,74.00000000000001,972.0999999999999,353.20000000000005,29.3,11.5,276.00000000000006,294.6
Bosnia and Herzegovina,Male,Malignant neoplasms,2.4492465169178277,5.0,181.00000000000003,961.5,272.5,39.0,8.0,340.0,228.0
Bosnia and Herzegovina,Male,Diabetes mellitus,0.5914131361956213,5.0,181.00000000000003,961.5,272.5,39.0,8.0,340.0,228.0
Bosnia and Herzegovina,Male,Cardiovascular diseases,5.2874609041796985,5.0,181.00000000000003,961.5,272.5,39.0,8.0,340.0,228.0
Bosnia and Herzegovina,Male,Chronic obstructive pulmonary disease,0.4936025021324993,5.0,181.00000000000003,961.5,272.5,39.0,8.0,340.0,228.0
Bosnia and Herzegovina,Female,Malignant neoplasms,1.68040943986352,22.000000000000004,206.00000000000003,961.5,272.5,42.0,6.9,276.00000000000006,280.50000000000006
Bosnia and Herzegovina,Female,Diabetes mellitus,0.8592550469149843,22.000000000000004,206.00000000000003,961.5,272.5,42.0,6.9,276.00000000000006,280.50000000000006
Bosnia and Herzegovina,Female,Cardiovascular diseases,6.2450952516349165,22.000000000000004,206.00000000000003,961.5,272.5,42.0,6.9,276.00000000000006,280.50000000000006
Bosnia and Herzegovina,Female,Chronic obstructive pulmonary disease,0.3298265567244811,22.000000000000004,206.00000000000003,961.5,272.5,42.0,6.9,276.00000000000006,280.50000000000006
Botswana,Male,Malignant neoplasms,0.5128888888888888,120.0,70.00000000000001,894.0,212.4,34.6,7.6,293.0,171.1
Botswana,Male,Diabetes mellitus,0.352,120.0,70.00000000000001,894.0,212.4,34.6,7.6,293.0,171.1
Botswana,Male,Cardiovascular diseases,1.1013333333333333,120.0,70.00000000000001,894.0,212.4,34.6,7.6,293.0,171.1
Botswana,Male,Chronic obstructive pulmonary disease,0.33155555555555555,120.0,70.00000000000001,894.0,212.4,34.6,7.6,293.0,171.1
Botswana,Female,Malignant neoplasms,0.464,74.00000000000001,255.0,894.0,212.4,36.4,9.5,295.0,263.0
Botswana,Female,Diabetes mellitus,0.5164444444444445,74.00000000000001,255.0,894.0,212.4,36.4,9.5,295.0,263.0
Botswana,Female,Cardiovascular diseases,1.4853333333333334,74.00000000000001,255.0,894.0,212.4,36.4,9.5,295.0,263.0
Botswana,Female,Chronic obstructive pulmonary disease,0.21244444444444444,74.00000000000001,255.0,894.0,212.4,36.4,9.5,295.0,263.0
Brazil,Male,Malignant neoplasms,1.204962124313157,20.000000000000004,185.0,978.5,114.90000000000002,43.0,7.8,267.0,403.7
Brazil,Male,Diabetes mellitus,0.2870365465464019,20.000000000000004,185.0,978.5,114.90000000000002,43.0,7.8,267.0,403.7
Brazil,Male,Cardiovascular diseases,1.8854242414027247,20.000000000000004,185.0,978.5,114.90000000000002,43.0,7.8,267.0,403.7
Brazil,Male,Chronic obstructive pulmonary disease,0.43491786778905195,20.000000000000004,185.0,978.5,114.90000000000002,43.0,7.8,267.0,403.7
Brazil,Female,Malignant neoplasms,1.0473530360746053,33.0,259.0,978.5,114.90000000000002,42.6,8.7,198.99999999999997,532.8000000000001
Brazil,Female,Diabetes mellitus,0.3426774474724661,33.0,259.0,978.5,114.90000000000002,42.6,8.7,198.99999999999997,532.8000000000001
Brazil,Female,Cardiovascular diseases,1.6692751850442806,33.0,259.0,978.5,114.90000000000002,42.6,8.7,198.99999999999997,532.8000000000001
Brazil,Female,Chronic obstructive pulmonary disease,0.3813380976918224,33.0,259.0,978.5,114.90000000000002,42.6,8.7,198.99999999999997,532.8000000000001
Brunei Darussalam,Male,Malignant neoplasms,1.016548463356974,57.0,130.0,999.0000000000001,57.800000000000004,54.2,9.2,220.0,211.79999999999998
Brunei Darussalam,Male,Diabetes mellitus,0.34515366430260047,57.0,130.0,999.0000000000001,57.800000000000004,54.2,9.2,220.0,211.79999999999998
Brunei Darussalam,Male,Cardiovascular diseases,1.215130023640662,57.0,130.0,999.0000000000001,57.800000000000004,54.2,9.2,220.0,211.79999999999998
Brunei Darussalam,Male,Chronic obstructive pulmonary disease,0.2458628841607565,57.0,130.0,999.0000000000001,57.800000000000004,54.2,9.2,220.0,211.79999999999998
Brunei Darussalam,Female,Malignant neoplasms,0.8841607565011821,59.0,163.99999999999997,999.0000000000001,57.800000000000004,50.6,9.7,158.0,338.9
Brunei Darussalam,Female,Diabetes mellitus,0.31678486997635935,59.0,163.99999999999997,999.0000000000001,57.800000000000004,50.6,9.7,158.0,338.9
Brunei Darussalam,Female,Cardiovascular diseases,1.0212765957446808,59.0,163.99999999999997,999.0000000000001,57.800000000000004,50.6,9.7,158.0,338.9
Brunei Darussalam,Female,Chronic obstructive pulmonary disease,0.21749408983451538,59.0,163.99999999999997,999.0000000000001,57.800000000000004,50.6,9.7,158.0,338.9
Bulgaria,Male,Malignant neoplasms,3.2009535829476934,3.0,275.0,991.5000000000001,188.2,51.0,8.4,336.0,355.8
Bulgaria,Male,Diabetes mellitus,0.1929603141214416,3.0,275.0,991.5000000000001,188.2,51.0,8.4,336.0,355.8
Bulgaria,Male,Cardiovascular diseases,9.048380311316786,3.0,275.0,991.5000000000001,188.2,51.0,8.4,336.0,355.8
Bulgaria,Male,Chronic obstructive pulmonary disease,0.7959612957509465,3.0,275.0,991.5000000000001,188.2,51.0,8.4,336.0,355.8
Bulgaria,Female,Malignant neoplasms,2.2308231664563176,14.999999999999998,273.99999999999994,991.5000000000001,188.2,53.1,6.9,230.0,414.40000000000003
Bulgaria,Female,Diabetes mellitus,0.2515776188472865,14.999999999999998,273.99999999999994,991.5000000000001,188.2,53.1,6.9,230.0,414.40000000000003
Bulgaria,Female,Cardiovascular diseases,9.97587996073482,14.999999999999998,273.99999999999994,991.5000000000001,188.2,53.1,6.9,230.0,414.40000000000003
Bulgaria,Female,Chronic obstructive pulmonary disease,0.49754592623755434,14.999999999999998,273.99999999999994,991.5000000000001,188.2,53.1,6.9,230.0,414.40000000000003
Burkina Faso,Male,Malignant neoplasms,0.3130966427115735,110.0,22.000000000000004,482.69999999999993,367.80000000000007,15.9,7.4,313.0,177.39999999999998
Burkina Faso,Male,Diabetes mellitus,0.11305373806714576,110.0,22.000000000000004,482.69999999999993,367.80000000000007,15.9,7.4,313.0,177.39999999999998
Burkina Faso,Male,Cardiovascular diseases,0.9441167006328435,110.0,22.000000000000004,482.69999999999993,367.80000000000007,15.9,7.4,313.0,177.39999999999998
Burkina Faso,Male,Chronic obstructive pulmonary disease,0.11959669634237906,110.0,22.000000000000004,482.69999999999993,367.80000000000007,15.9,7.4,313.0,177.39999999999998
Burkina Faso,Female,Malignant neoplasms,0.4706639493725196,130.0,68.0,482.69999999999993,367.80000000000007,17.6,5.5,332.00000000000006,227.19999999999996
Burkina Faso,Female,Diabetes mellitus,0.11273195323393757,130.0,68.0,482.69999999999993,367.80000000000007,17.6,5.5,332.00000000000006,227.19999999999996
Burkina Faso,Female,Cardiovascular diseases,1.2415531481282849,130.0,68.0,482.69999999999993,367.80000000000007,17.6,5.5,332.00000000000006,227.19999999999996
Burkina Faso,Female,Chronic obstructive pulmonary disease,0.13954735600128715,130.0,68.0,482.69999999999993,367.80000000000007,17.6,5.5,332.00000000000006,227.19999999999996
Cabo Verde,Male,Malignant neoplasms,0.5185185185185185,87.0,63.0,864.9,319.8999999999999,22.4,9.1,305.0,140.9
Cabo Verde,Male,Diabetes mellitus,0.14814814814814814,87.0,63.0,864.9,319.8999999999999,22.4,9.1,305.0,140.9
Cabo Verde,Male,Cardiovascular diseases,1.762962962962963,87.0,63.0,864.9,319.8999999999999,22.4,9.1,305.0,140.9
Cabo Verde,Male,Chronic obstructive pulmonary disease,0.2,87.0,63.0,864.9,319.8999999999999,22.4,9.1,305.0,140.9
Cabo Verde,Female,Malignant neoplasms,0.6296296296296297,77.0,149.0,864.9,319.8999999999999,23.5,8.0,281.0,249.9
Cabo Verde,Female,Diabetes mellitus,0.34814814814814815,77.0,149.0,864.9,319.8999999999999,23.5,8.0,281.0,249.9
Cabo Verde,Female,Cardiovascular diseases,2.1592592592592594,77.0,149.0,864.9,319.8999999999999,23.5,8.0,281.0,249.9
Cabo Verde,Female,Chronic obstructive pulmonary disease,0.2222222222222222,77.0,149.0,864.9,319.8999999999999,23.5,8.0,281.0,249.9
Cambodia,Male,Malignant neoplasms,0.8514147950767669,130.0,25.0,769.5,239.8,26.4,7.4,263.0,98.30000000000001
Cambodia,Male,Diabetes mellitus,0.10620479634564142,130.0,25.0,769.5,239.8,26.4,7.4,263.0,98.30000000000001
Cambodia,Male,Cardiovascular diseases,1.2363913208983632,130.0,25.0,769.5,239.8,26.4,7.4,263.0,98.30000000000001
Cambodia,Male,Chronic obstructive pulmonary disease,0.26684430909783025,130.0,25.0,769.5,239.8,26.4,7.4,263.0,98.30000000000001
Cambodia,Female,Malignant neoplasms,0.8066235249333841,141.99999999999997,45.0,769.5,239.8,31.1,6.9,255.0,111.19999999999999
Cambodia,Female,Diabetes mellitus,0.17193249587615786,141.99999999999997,45.0,769.5,239.8,31.1,6.9,255.0,111.19999999999999
Cambodia,Female,Cardiovascular diseases,1.6231442710315949,141.99999999999997,45.0,769.5,239.8,31.1,6.9,255.0,111.19999999999999
Cambodia,Female,Chronic obstructive pulmonary disease,0.21748509072452735,141.99999999999997,45.0,769.5,239.8,31.1,6.9,255.0,111.19999999999999
Cameroon,Male,Malignant neoplasms,0.4757882162208285,78.0,52.00000000000001,601.5999999999999,652.6000000000001,19.1,6.5,249.0,217.5
Cameroon,Male,Diabetes mellitus,0.1702291053372584,78.0,52.00000000000001,601.5999999999999,652.6000000000001,19.1,6.5,249.0,217.5
Cameroon,Male,Cardiovascular diseases,1.1969793933188275,78.0,52.00000000000001,601.5999999999999,652.6000000000001,19.1,6.5,249.0,217.5
Cameroon,Male,Chronic obstructive pulmonary disease,0.2448909936430735,78.0,52.00000000000001,601.5999999999999,652.6000000000001,19.1,6.5,249.0,217.5
Cameroon,Female,Malignant neoplasms,0.5118819062246683,68.0,139.0,601.5999999999999,652.6000000000001,22.6,6.9,246.00000000000003,351.8
Cameroon,Female,Diabetes mellitus,0.21946328768292162,68.0,139.0,601.5999999999999,652.6000000000001,22.6,6.9,246.00000000000003,351.8
Cameroon,Female,Cardiovascular diseases,1.2454456248133452,68.0,139.0,601.5999999999999,652.6000000000001,22.6,6.9,246.00000000000003,351.8
Cameroon,Female,Chronic obstructive pulmonary disease,0.20939459874568028,68.0,139.0,601.5999999999999,652.6000000000001,22.6,6.9,246.00000000000003,351.8
Canada,Male,Malignant neoplasms,2.263157894736842,4.0,312.0,994.1,64.80000000000001,54.8,6.2,156.0,257.19999999999993
Canada,Male,Diabetes mellitus,0.20672361532102507,4.0,312.0,994.1,64.80000000000001,54.8,6.2,156.0,257.19999999999993
Canada,Male,Cardiovascular diseases,1.7828602920914853,4.0,312.0,994.1,64.80000000000001,54.8,6.2,156.0,257.19999999999993
Canada,Male,Chronic obstructive pulmonary disease,0.5293469275282447,4.0,312.0,994.1,64.80000000000001,54.8,6.2,156.0,257.19999999999993
Canada,Female,Malignant neoplasms,2.0524111325434005,17.000000000000004,315.0,994.1,64.80000000000001,57.6,4.8,108.00000000000001,313.8
Canada,Female,Diabetes mellitus,0.17586111876550015,17.000000000000004,315.0,994.1,64.80000000000001,57.6,4.8,108.00000000000001,313.8
Canada,Female,Cardiovascular diseases,1.7268117938826122,17.000000000000004,315.0,994.1,64.80000000000001,57.6,4.8,108.00000000000001,313.8
Canada,Female,Chronic obstructive pulmonary disease,0.4962799669330394,17.000000000000004,315.0,994.1,64.80000000000001,57.6,4.8,108.00000000000001,313.8
Central African Republic,Male,Malignant neoplasms,0.4957562568008705,173.00000000000003,32.0,463.3,495.0,19.7,8.0,314.0,126.0
Central African Republic,Male,Diabetes mellitus,0.16147986942328618,173.00000000000003,32.0,463.3,495.0,19.7,8.0,314.0,126.0
Central African Republic,Male,Cardiovascular diseases,1.3092491838955387,173.00000000000003,32.0,463.3,495.0,19.7,8.0,314.0,126.0
Central African Republic,Male,Chronic obstructive pulmonary disease,0.2189336235038085,173.00000000000003,32.0,463.3,495.0,19.7,8.0,314.0,126.0
Central African Republic,Female,Malignant neoplasms,0.5475516866158868,127.0,93.00000000000001,463.3,495.0,22.7,7.6,308.0,159.4
Central African Republic,Female,Diabetes mellitus,0.11795429815016321,127.0,93.00000000000001,463.3,495.0,22.7,7.6,308.0,159.4
Central African Republic,Female,Cardiovascular diseases,1.6578890097932535,127.0,93.00000000000001,463.3,495.0,22.7,7.6,308.0,159.4
Central African Republic,Female,Chronic obstructive pulmonary disease,0.26376496191512516,127.0,93.00000000000001,463.3,495.0,22.7,7.6,308.0,159.4
Chad,Male,Malignant neoplasms,0.3351553310731336,136.00000000000003,26.0,388.5,530.1,16.1,7.9,316.0,196.20000000000002
Chad,Male,Diabetes mellitus,0.10627551373417284,136.00000000000003,26.0,388.5,530.1,16.1,7.9,316.0,196.20000000000002
Chad,Male,Cardiovascular diseases,1.1928319380059502,136.00000000000003,26.0,388.5,530.1,16.1,7.9,316.0,196.20000000000002
Chad,Male,Chronic obstructive pulmonary disease,0.23095551096658135,136.00000000000003,26.0,388.5,530.1,16.1,7.9,316.0,196.20000000000002
Chad,Female,Malignant neoplasms,0.40171590673216634,139.0,70.00000000000001,388.5,530.1,18.1,6.2,338.0,269.29999999999995
Chad,Female,Diabetes mellitus,0.14958832076385525,139.0,70.00000000000001,388.5,530.1,18.1,6.2,338.0,269.29999999999995
Chad,Female,Cardiovascular diseases,1.2447242786964643,139.0,70.00000000000001,388.5,530.1,18.1,6.2,338.0,269.29999999999995
Chad,Female,Chronic obstructive pulmonary disease,0.2005120044281464,139.0,70.00000000000001,388.5,530.1,18.1,6.2,338.0,269.29999999999995
